0.924420,-1.802972,-1.634604,0.460999,-0.993812,0.162822,0.052861,-0.054381,0.184860,0.046191,0.035643,0.013445,
1.520013,1.320032,1.945922,0.821185,1.396108,0.544509,0.735812,0.085819,0.336190,0.308167,0.212684,0.069667,
1.372804,1.113992,2.107970,0.980438,1.109563,0.176715,0.862912,0.099080,0.682264,0.314183,0.162171,0.092757,
1.832162,1.093175,1.967521,0.650316,0.710233,-0.136632,1.091627,0.126182,0.526842,0.006721,0.351875,0.057942,
1.759280,1.079483,1.876214,0.402770,1.793232,-0.216981,1.012743,0.521031,0.878011,-0.143282,-0.016901,0.086038,
1.851739,0.749586,2.127965,1.094876,1.597095,0.325996,0.806838,0.388024,0.894358,-0.170859,-0.158117,0.126976,
1.755602,0.950055,2.017728,1.602611,1.199848,1.204451,0.654849,0.048245,0.869803,0.300969,0.181332,0.083993,
1.893846,1.011594,1.082998,1.459030,2.309823,1.141732,1.521923,0.035158,1.050619,0.108861,0.275833,0.089719,
2.105962,0.913918,1.665359,2.147227,2.349195,0.881590,2.289055,0.477298,0.875415,-0.365087,-0.040142,0.163421,
2.175333,1.613259,2.029327,1.942990,1.415041,-0.184250,2.493152,0.717610,1.323221,-0.132636,0.093797,0.113596,
1.785456,1.118426,2.190825,1.315236,1.302189,-0.202451,1.918109,0.595075,1.079990,0.111191,0.135791,0.105575,
1.582855,0.491484,2.744505,1.533961,1.761953,0.616333,1.149554,1.407831,1.005939,0.301953,-0.127872,0.123290,
1.414928,0.490952,2.703291,2.112803,1.596415,0.437009,0.150196,1.116554,0.995513,0.479536,-0.161846,0.099378,
1.217245,0.621198,2.148493,2.488926,1.438550,0.434209,0.750120,0.995243,1.194632,0.323200,0.019715,0.092313,
1.163242,0.457817,2.172478,3.171229,1.850046,0.704227,1.110184,1.283474,1.741302,0.240232,-0.074803,0.113034,
1.178207,0.870931,1.758213,4.202158,1.099041,1.287139,1.230071,1.516042,2.036555,0.212375,0.212543,0.056537,
1.446238,2.105133,2.390364,4.395509,0.755641,2.037635,1.600390,0.942335,1.124397,0.060496,0.611858,0.017834,
1.465509,1.963230,3.756228,4.283968,1.105629,2.435022,1.734055,1.032987,1.191117,-0.102021,0.328338,0.128415,
1.809724,1.607487,3.795016,4.007527,0.718735,2.488582,1.767830,1.275371,0.905077,0.009737,0.209692,0.146135,
1.466811,1.639229,4.430076,3.653847,0.416532,1.152615,2.941404,0.930894,1.068297,0.019812,0.318698,0.143005,
1.633159,1.510196,4.649581,3.861234,1.085828,1.070737,2.942986,0.946546,1.169208,-0.039153,0.192030,0.190225,
1.656944,1.206408,4.128340,3.096181,1.067561,1.848782,2.159877,1.367182,1.522856,-0.524444,0.301712,0.219631,
1.766814,0.892837,3.688223,3.645427,-0.304363,2.399432,2.704845,0.996434,0.963235,-0.168910,0.521016,0.099213,
1.510502,0.573422,3.607960,4.564203,-1.353367,2.769254,2.784512,0.781302,0.654918,0.292596,0.488918,0.050669,
1.515583,0.554157,3.379030,4.623258,-0.708677,2.549908,2.975762,0.890626,0.741465,0.119890,0.247327,0.115862,
1.389181,0.395766,3.134911,4.639127,-0.134124,2.291692,2.583468,0.844981,1.536845,-0.068330,0.078174,0.179658,
1.123150,0.544487,3.776069,3.529788,0.200615,2.263821,3.171852,0.302304,1.413260,-0.027335,0.259328,0.131229,
0.971642,0.728683,4.182837,3.593922,0.389460,2.082643,3.380397,0.198123,1.258075,-0.022228,0.326186,0.136911,
1.039779,0.006495,4.132272,4.246696,1.214606,0.804637,2.996185,1.184856,0.665893,0.082431,0.267986,0.183535,
1.221840,-0.103640,4.308106,4.333523,1.500598,1.127763,2.896005,1.260364,0.302767,0.187235,0.248277,0.184472,
0.551164,-0.037045,4.037729,4.870255,0.993199,1.075094,2.015502,1.504025,0.625659,0.329174,0.348380,0.091336,
0.583246,-0.115304,4.177071,4.877889,0.875944,1.288480,1.864255,1.202150,1.026294,0.144051,0.367075,0.089322,
0.303906,-0.152755,4.602108,4.893219,1.032721,2.149608,1.571375,1.060329,1.043942,0.049145,0.395378,0.148213,
0.147720,-0.175373,4.178439,5.269057,1.130251,1.189092,2.399492,0.425139,1.503754,-0.059655,0.317510,0.125173,
-0.060381,-0.215706,4.103937,5.423898,0.632102,1.021524,2.468841,0.399430,1.700719,-0.107271,0.235284,0.123316,
-0.187540,-0.022118,4.148880,4.850015,0.459618,0.971949,2.621866,0.972008,1.064620,-0.152061,0.511025,0.102790,
-0.220621,-0.016804,3.940318,4.189321,0.823590,0.971675,2.398466,1.589681,0.897213,-0.343093,0.607336,0.132889,
-0.345134,0.093761,3.859679,4.133999,0.565699,1.351174,2.540563,1.423413,0.834365,-0.079077,0.396674,0.168762,
-0.510277,-0.023218,4.151831,5.097136,0.139754,1.510570,2.734446,1.120878,0.456546,0.182076,0.490424,0.116264,
